F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
	"LC191 .C5773 2013"	"Contemporary debates in the sociology of education / edited by Rachel Brooks, Mark McCormack and Kalwant Bhopal. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686270	"LC  191            C 5773   2013"
"  aee-----aew-----"	"JN96.A58 P48 2013"	"Democratic transition of post-communist Europe : in the shadow of communist differences and uneven EUropeanisation / Milenko Petrovic. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686271	"JN   96            A 58   P 48   2013"
	"JZ1306 .E873 2013"	"Ethics and international affairs : extent and limits / edited by Jean-Marc Coicaud and Daniel Warner. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686272	"JZ 1306            E 873   2013"
"  ae------an-us---"	"ND458.5.R42 P68 2013"	"Experiments in modern realism : world making, politics and the everyday in postwar European and American art / Alex Potts. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686273	"ND  4585           R 42   P 68   2013"
	"B2948 .H31724 2013"	"Hegel and Deleuze : together again for the first time / edited by Karen Houle and Jim Vernon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686276	"B 2948            H 31724   2013"
	"LB2369 .T45 2013"	"How to do your research project : a guide for students in education and applied social sciences / Gary Thomas. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686277	"LB 2369            T 45   2013"
"  an-us---"	"PS169.F35 H66 2013"	"Imprint of another life : adoption narratives and human possibility / Margaret Homans. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686278	"PS  169            F 35   H 66   2013"
"  an-us---"	"LC2633.6 .M57 2013"	"Misrepresented minority : new insights on Asian Americans and Pacific Islanders, and the implications for higher education / edited by Samuel D. Museus, Dina C. Maramba, and Robert T. Teranishi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686279	"LC 26336           M 57   2013"
"  an-us---aa-cc---"	"E184.C5 T46 2013"	"Eurasian : mixed identities in the United States, China, and Hong Kong, 1842-1943 / Emma Jinhua Teng. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686297	"E  184            C 5   T 46   2013"
"  an-us-fl"	"F316 .W96 2012"	"Florida in the Great Depression : desperation and defiance / Nick Wynne & Joseph Knetsch. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686299	"F  316            W 96   2012"
	"D363 .L34 2014"	"Force and statecraft : diplomatic challenges of our time / Paul Gordon Lauren, University of Montana, Gordon A. Craig, Stanford University (Emeritus), Alexander L. George, Stanford University (Emeritus). "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686300	"D  363            L 34   2014"
"  an-usu--an-ust--an-mx---"	"PN1995.9.M49 M46 2013"	"Hidden Chicano cinema : film dramas in the borderlands / A. Gabriel Mele¿¿ndez. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686302	"PN 19959           M 49   M 46   2013"
"  an-us---ae-gx---"	"E98.P99 P46 2013"	"Kindred by choice : Germans and American Indians since 1800 / H. Glenn Penny. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686305	"E   98            P 99   P 46   2013"
	"PC3941.T65 V313 2013"	"Waltz / by Francesc Trabal ; translated by Martha Tennent. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686312	"PC 3941            T 65   V 313   2013"
"  an-us-tx"	"PS3552.A8213 A79 2013"	"All the land to hold us / Rick Bass. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686313	"PS 3552            A 8213   A 79   2013"
"  an-mx---"	"NA5256.B3 B87 2013"	"Baja California missions : in the footsteps of the Padres / text by David Burckhalter ; photographs by David Burckhalter and Mina Sedgwick ; foreword by Bernard L. Fontana. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686315	"NA 5256            B 3   B 87   2013"
"  an-us-il"	"LD933 .P754 2013"	"Building ideas : an architectural guide to the University of Chicago / by Jay Pridmore ; photographs by Tom Rossiter ; foreword by Robert J. Zimmer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686316	"LD  933            P 754   2013"
"  an-us---"	"LA217.2 .H39 2013"	"Consensus : education reform is possible / William Hayes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686317	"LA  2172           H 39   2013"
"  an-us---"	"PS3505.A77594 Z63 2013"	"From sorrow's well : the poetry of Hayden Carruth / Shaun T. Griffin, editor. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686318	"PS 3505            A 77594   Z 63   2013"
	"BD418.3 .G67 2013"	"Joint ventures : mindreading, mirroring, and embodied cognition / Alvin I. Goldman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686319	"BD  4183           G 67   2013"
	"NA9053.H76 E95 2013"	"Measuring urban design : metrics for livable places / Reid Ewing & Otto Clemente with Kathryn M. Neckerman, Marnie Purciel-Hill, James W. Quinn, Andrew Rundle. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686322	"NA 9053            H 76   E 95   2013"
	"N66 .N45 2013"	"Next thing : art in the twenty-first century / edited by Pablo Baler. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686323	"N   66            N 45   2013"
	"Q151.A8 S5513 2012"	"On Aristotle Physics 8.1-5 / Simplicius ; translated by Istva¿¿n Bodna¿¿r, Michael Chase and Michael Share. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686324	"Q  151            A 8   S 5513   2012"
"  an-mx---"	"JL1281 .C35 2014"	"Politics in Mexico : democratic consolidation or decline? / Roderic Ai Camp, Claremont-McKenna College. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686326	"JL 1281            C 35   2014"
"  ae------"	"N7862 .S467 2013"	"Sensuous in the Counter-Reformation church / edited by Marcia B. Hall, Tracy E. Cooper. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686328	"N 7862            S 467   2013"
	"QH332 .S97 2013"	"Synthetic biology and morality : artificial life and the bounds of nature / edited by Gregory E. Kaebnick and Thomas H. Murray. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686329	"QH  332            S 97   2013"
"  ae-uk-en"	"PR173 .D763 2013"	"Tradition and influence in Anglo-Saxon literature : an evolutionary, cognitivist approach / Michael D.C. Drout. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686330	"PR  173            D 763   2013"
"  ae-uk---"	"U767 .B29 2013"	"War, identity and the liberal state : everyday experiences of the geopolitical in the Armed Forces / Victoria M. Basham. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686331	"U  767            B 29   2013"
"  aaw-----"	"DS62.2 .S57 2014"	"Ancient Near East : the basics / Daniel C. Snell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686332	"DS   622           S 57   2014"
"  an-us-nc"	"GV1033.5.C53 W55 2013"	"Charlotte Motor Speedway history : from granite to gold / Deb Williams. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686333	"GV 10335           C 53   W 55   2013"
"  an-us---an-us-me"	"GV829 .G34 2013"	"Deer Isle's undefeated America's Cup crews : humble heroes from a downeast island / Mark J. Gabrielson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686334	"GV  829            G 34   2013"
	"MT68 .F54 2013"	"Fierce urgency of now : improvisation, rights, and the ethics of cocreation / Daniel Fischlin, Ajay Heble, and George Lipsitz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686335	"MT   68            F 54   2013"
	"LB3227 .F68 2014"	"Lessons learned : how to avoid the biggest mistakes made by college resident assistants / John D. Foubert. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686337	"LB 3227            F 68   2014"
	"PQ4054.A5 A54 2013"	"Mirage of America in contemporary Italian literature and film / Barbara Alfano. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686338	"PQ 4054            A 5   A 54   2013"
	"BD331 .K43 2013"	"Natural categories and human kinds : classification in the natural and social sciences / Muhammad Ali Khalidi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686339	"BD  331            K 43   2013"
"  aa-ii---"	"HQ1743 .F66 2013"	"Pink sari revolution : a tale of women and power in India / Amana Fontanella-Khan. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686342	"HQ 1743            F 66   2013"
	"NC17.F7 L96713 2013"	"Pleasure in drawing / Jean-Luc Nancy ; translated by Philip Armstrong. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686343	"NC   17            F 7   L 96713   2013"
"  as-ck---"	"PQ8180.32.A797 R8513 2013"	"Sound of things falling / Juan Gabriel Va¿¿squez ; translated from the Spanish by Anne McLean. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686347	"PQ 818032          A 797   R 8513   2013"
	"GN33 .J53 2013"	"Anthropological trompe l'oeil for a common world : an essay on the economy of knowledge / by Alberto Corsi¿¿n Jime¿¿nez. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686352	"GN   33            J 53   2013"
	"P37.5.C74 C74 2013"	"Creativity and the agile mind : a multi-disciplinary study of a multi-faceted phenomenon / edited by Tony Veale, Kurt Feyaerts and Charles J. Forceville. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686353	"P   375           C 74   C 74   2013"
	"BS445 .N49 2013"	"New Cambridge history of the Bible. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686363	"BS  445            N 49   2013"
	"HM742 .M455 2013"	"Off the network : disrupting the digital world / Ulises Ali Mejias. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686364	"HM  742            M 455   2013"
	"HT166 .P5225 2013"	"Place-making and policies for competitive cities / edited by Sako Musterd, Centre for Urban Studies, University of Amsterdam, The Netherlands, Zolta¿¿n Kova¿¿cs, Institute of Geography, Hungarian Academy of Sciences, Budapest, Hungary. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686365	"HT  166            P 5225   2013"
"  ama-----"	"TX725.A65 S25 2013"	"Scheherazade's feasts : foods of the medieval Arab world / Habeeb Salloum, Muna Salloum, Leila Salloum Elias. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686366	"TX  725            A 65   S 25   2013"
"  ae-ur---"	"GT4856.A2 R6513 2013"	"Soviet mass festivals, 1917-1991 / Malte Rolf ; translated by Cynthia Klohr. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4686368	"GT 4856            A 2   R 6513   2013"
"  ae-uk-en"	"NA971.S25 S65 2013"	"Bishop's Palace at Salisbury : a concise history of the former palace of the bishops of Salisbury / Peter L. Smith ; many new photographs by Roy Bexon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625848	"NA  971            S 25   S 65   2013"
	"PN5124.J8 K57 2013"	"From the penny dreadful to the ha'penny dreadfuller : a bibliographical history of the boys' periodical in Britain, 1762-1950 / Robert J. Kirkpatrick. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625850	"PN 5124            J 8   K 57   2013"
"  ae-xr---"	"PE60.C94 P73 2012"	"Prague English studies and the transformation of philologies / edited by Martin Procha¿¿zka and Ondr¿¿ej Pilny¿¿. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625854	"PE   60            C 94   P 73   2012"
	"ND623.T7 Z9413 2012"	"Titian : Sacred and profane love / Stefano Zuffi. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625856	"ND  623            T 7   Z 9413   2012"
	"PN4888.E65 E68 2013"	"Environmental journalism / edited by Henrik B¿¿dker and Irene Neverla. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625865	"PN 4888            E 65   E 68   2013"
"  ae-gx---"	"NA1088.H78 J64 2013"	"Johannes Peter Ho¿¿lzinger : psychodynamische Raumstrukturen : ein Werkbuch = Psychodynamic spatial structures : a workbook / herausgegeben von Yorck Fo¿¿rster, Peter Cachola Schmal. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625867	"NA 1088            H 78   J 64   2013"
"  ae-gx---"	"NK4500.M9 S76 2012"	"Porzellan Manufaktur Nymphenburg / Fotografien von Frank Stolle ; [Herausgeberin: Elke Doppelbauer]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625871	"NK 4500            M 9   S 76   2012"
"  an-us-nyan-us-nj"	"NA7820 .P33 2013"	"Catskill resorts : lost architecture of paradise / Ross Padluck. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625874	"NA 7820            P 33   2013"
"  ae-uk---"	"HD3423 .D17 1975"	"Life as we have known it / by co-operative working women ; edited by Margaret Llewelyn Davies ; with an introductory letter by Virginia Woolf. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640905	"HD 3423            D 17   1975"
"  ae-uk---"	"HQ759 .W6 1978"	"Maternity : letters from working-women / collected by the Women's Co-operative Guild ; edited and introduced by Margaret Llewelyn Davies ; [new introduction by] Linda Gordon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640908	"HQ  759            W 6   1978"
"  ae-uk---"	"Z1003.5.G7 K58 2013"	"Bound to read : compilations, collections, and the making of Renaissance literature / Jeffrey Todd Knight. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640942	"Z 10035           G 7   K 58   2013"
"  ae-ie---"	"DA949 .S43 1997"	"Sunshine patriots : the 1798 rebellion in Antrim & Down / R.M. Sibbett. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640994	"DA  949            S 43   1997"
	"HQ1 .M4"	"Merrill-Palmer quarterly of behavior and development. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640995	"HQ    1            M 4"
	"TA645 .S37 2014"	"Structures. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4641006	"TA  645            S 37   2014"
"  an-us-nj"	"PS3555.V2126 H6 2000"	"Hot six / Janet Evanovich. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4641017	"PS 3555            V 2126   H 6   2000"
	"G109.5 .M57 2012"	"Global positioning system : signals, measurements, and performance / Pratap Misra, Per Enge. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4641042	"G  1095           M 57   2012"
	"E185.98 .M66 2013"	"American Dream Through the Eyes of Black African Immigrants in Texas / Ami R. Moore. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4644986	"E  18598          M 66   2013"
"  af-cm---"	"HN819.Z9 .M85 2013"	"Understanding confusion in Africa : the politics of multiculturalism and nation-building in Cameroon / Peter Ateh-Afac Fossungu. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4646077	"HN  819            Z 9   M 85   2013"
	"BF175.4.R44 T35 2013"	"Religion as magical ideology : how the supernatural reflects rationality / Konrad Talmont-Kaminski. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4647126	"BF  1754           R 44   T 35   2013"
"  af-tz---"	"HE289.Z7 K39 2012"	"Integrated infrastructure for sustainable improvement of movement and safety in urban road corridors : the case of Dar es Salaam, Tanzania = Een gei¿¿ntegreerde infrastructuur vor duuzame verbetering van mobiliteit en veiligheid op stedelijke verbindingsw"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4648032	"HE  289            Z 7   K 39   2012"
	"GV1785.V36 W37 2012"	"Vanelephant / Jessica Warboys. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4649143	"GV 1785            V 36   W 37   2012"
	"B3213.B84 J67 2013"	"Encounters in modern Jewish thought : the works of Eva Jospe. Volume 1, Martin Buber / edited by Raphael Jospe and Dov Schwartz. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4649812	"B 3213            B 84   J 67   2013"
"  aa------ap------"	"G155.A74 D66 2013"	"Domestic tourism in Asia and the Pacific. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4650637	"G  155            A 74   D 66   2013"
"  as-ag---"	"GV1796.T3 G66 2013"	"Tango : sex and rhythm of the city / Mike Gonzalez and Marianella Yanes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4651463	"GV 1796            T 3   G 66   2013"
"  au-at---au-nz---"	"GV1589 .D63 2012"	"Doctoral journey in dance education and drama education : reflections on doctoral studies by Australian and New Zealand educators / edited by David Forrest. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4652254	"GV 1589            D 63   2012"
	"DH430.5 .C66 2012"	"Concise geography of Belgium : National Committee of Geography of Belgium, IGU, 2012. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4653025	"DH  4305           C 66   2012"
	"LB1576.A1 E6"	"Elementary English review. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670382	"LB 1576            A 1   E 6"
"  ae-ru---"	"QA43 .I2313 2013"	"Invitation to a mathematical festival / Ivan Yashchenko ; translated by Anna Fedorova ; translation edited by Tatiana Shubin and Silvio Levy. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670387	"QA   43            I 2313   2013"
"  an-us---"	"E354 .W44 2013"	"Neither victor nor vanquished : America in the War of 1812 / William Weber. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670389	"E  354            W 44   2013"
	"PN1590.M27 K65 2013"	"Marketing for cultural organizations : new strategies for attracting and engaging audiences / Bonita M. Kolb. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670390	"PN 1590            M 27   K 65   2013"
