Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Presidential branch / John Hart. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=21826
"Nation, state, and integration in the Arab world / project director and series editor, Giacomo Luciani. "	m	North America	--	United States	--		38	-97	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=21183
"Constructing the political spectacle / Murray Edelman. "	n	North America	us	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=21293
"Franklin D. Roosevelt : the man, the myth, the era, 1882-1945 / edited by Herbert D. Rosenbaum and Elizabeth Bartelme ; prepared under the auspices of Hofstra University. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=21451
"Diplomacy and the American democracy / David D. Newsom. "	n	North America	us	United States	--		38	-97	J	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=25719
"Central and local government relations : a comparative analysis of West European unitary states / edited by Edward C. Page and Michael J. Goldsmith. "	e	Europe	--		--		48.7333	18.9333	J	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=26379
"West's legal thesaurus/dictionary / William P. Statsky. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=26576
"Managing public organizations : lessons from contemporary European experience / edited by Jan Kooiman and Kjell A. Eliassen. "	e	Europe	--		--		48.7333	18.9333	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=23724
"Contours of justice : communities and their courts / James Eisenstein, Roy B. Flemming, Peter F. Nardulli. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=28461
"Changing past : Egyptian historiography of the Urabi revolt, 1882-1983 / Thomas Mayer. "	f	Africa	ua	Egypt	--		27	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=32060
"NATO and the United States : the enduring alliance / Lawrence S. Kaplan. "	n	North America	us	United States	--		38	-97	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=30050
"Journal of economic perspectives : a journal of the American Economic Association. "	n	North America	us	United States	--		38	-97	H	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=34316
"Realities behind diplomacy : background influences on British external policy, 1865-1980 / Paul Kennedy. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=57867
"Future of the American presidency / edited by Charles W. Dunn. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=91705
"Democracy and the public service / Frederick C. Mosher. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=91814
"Campaigns & elections. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=81192
"Rise of the Anglo-German antagonism, 1860-1914 / Paul M. Kennedy. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=81288
"Parties and politics in America / Clinton Rossiter. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=70173
"Political elites in Arab North Africa : Morocco, Algeria, Tunisia, Libya, and Egypt / I. William Zartman ... [et al.]. "	f	Africa	--		--		2.378	16.063	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=89616
"Blacks in suburbs : a national perspective / Thomas A. Clark ;with a foreword by George Sternlieb. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=107136
"New Congress / edited by Thomas E. Mann and Norman J. Ornstein. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=95129
"Bureaucratic democracy : the search for democracy and efficiency in American government / Douglas Yates. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=95145
"Keeping faith : memoirs of a president / Jimmy Carter. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=103072
"Shadrin, the spy who never came back / by Henry Hurt. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=98244
"British rearmament and the Treasury, 1932-1939 / G. C. Peden. "	e	Europe	uk	Great Britain	--		54	-2	H	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=144501
"Falcon and the Snowman : a true story of friendship and espionage / Robert Lindsey. "	n	North America	us	United States	--		38	-97	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=128363
"Puzzle palace : a report on America's most secret agency / James Bamford. "	n	North America	us	United States	--		38	-97	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=125510
"Fair game? : Inequality and affirmative action / John C. Livingston. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=126117
"Journal of legal studies. "	n	North America	us	United States	il	Illinois	40.0133	-89.3067	K	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=170279
"Journal of law & economics. "	n	North America	us	United States	--		38	-97	K	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=170307
"Federal yellow book. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=151434
"United States : a study of a developing country / Ira Sharkansky. "	n	North America	us	United States	--		38	-97	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=182614
"Perspectives on the Presidency : a collection / Stanley Bach, George T. Sulzner. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=178151
"Supreme Court policy making : explanation and prediction / Harold J. Spaeth. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=192181
"Last hero : Wild Bill Donovan : the biography and political experience of Major General William J. Donovan, founder of the OSS and ""father"" of the CIA, from his personal and secret papers and the diaries of Ruth Donovan / Anthony Cave Brown. "	n	North America	us	United States	--		38	-97	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=202940
"Punishment before trial : an organizational perspective of felony bail processes / Roy B. Flemming. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=220094
"Power of the Presidency : concepts and controversy / edited by Robert S. Hirschfield. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=221687
"Minimum wages : issues and evidence / Finis Welch. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=221724
"Amateur Democrat : club politics in three cities / by James Q. Wilson. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=221992
"American city & county. "	n	North America	us	United States	--		38	-97	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=197422
"Texas register. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=204102
"National journal. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=199125
"United States code congressional and administrative news. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=201079
"Law & society review. "	n	North America	us	United States	ca	California	34.815	-92.3017	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=201805
"Rise and decline of nations : economic growth, stagflation, and social rigidities / Mancur Olson. "	a	Asia	ii	India	--		20	77	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=214098
"Supreme Court and Congress : conflict and interaction, 1945-1968 / by John R. Schmidhauser and Larry L. Berg. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=224114
"Journal of economic education. "	n	North America	us	United States	--		38	-97	H	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=242275
"Implosion conspiracy. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=224942
"Economist. "	e	Europe	uk	Great Britain	--		54	-2	H	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=225172
"Foreign policy. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=231433
"On strategy : a critical analysis of the Vietnam War / Harry G. Summers, Jr. "	a	Asia	vt	Vietnam	--		16	106	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=237797
"Southern economic journal. "	n	North America	us	United States	--		38	-97	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=244669
"OECD observer. "	e	Europe	--		--		48.7333	18.9333	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=246095
"Deterrence in American foreign policy: theory and practice [by] Alexander L. George [and] Richard Smoke. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=262326
"Victims of groupthink : a psychological study of foreign-policy decisions and fiascoes / Irving L. Janis. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=264241
"War, presidents, and public opinion [by] John E. Mueller. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=266131
"Administrative law review. "	n	North America	us	United States	--		38	-97	K	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=290228
"Military unionism and the volunteer military system / by Peter B. Lane, Ezra S. Krendel, and William J. Taylor. "	n	North America	us	United States	--		38	-97	U	H	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=296048
"KGB : the secret work of Soviet secret agents / John Barron. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=297453
"Theology of liberation: history, politics, and salvation. Translated and edited by Sister Caridad Inda and John Eagleson. "	c	Europe	--	Soviet Union	--		54.1833	45.1833	B	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=293156
"Natural resources journal. "	n	North America	us	United States	--		38	-97	K	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=281837
"Collapse of British power. "	b	North America	--	United States	--		38	-97	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=311101
"Vital national seminar : the Supreme Court in American political life / by Richard Funston. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=322638
"Origins of the Chinese revolution, 1915-1949 / Lucien Bianco ; translated from the French by Muriel Bell. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=305782
"Presidential election game / Steven J. Brams. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=324213
"National party platforms / compiled by Donald Bruce Johnson. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=325301
"Home style : House Members in their districts / Richard F. Fenno, Jr. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=320480
"Portrait of a cold warrior / by Joseph Burkholder Smith. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=343508
"Public presidency : the pursuit of popular support / George C. Edwards III. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=349862
"Preparing for the next war : American plans for postwar defense, 1941-45 / Michael S. Sherry. "	n	North America	us	United States	--		38	-97	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=351001
"Progressive. "	n	North America	us	United States	--		38	-97	A	P	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=339027
"Parties and their environments : limits to reform? / Robert Harmel, Kenneth Janda. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=347756
"Wizards of Armageddon / Fred Kaplan. "	n	North America	us	United States	--		38	-97	U	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=348066
"Power and principle : memoirs of the national security advisor, 1977-1981 / Zbigniew Brzezinski. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=348172
"Chronicle of higher education. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=383868
"Khul-khaal, five Egyptian women tell their stories / Nayra Atiya. "	f	Africa	ua	Egypt	--		27	30	H	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=365043
"Supreme Court of Canada : history of the institution / James G. Snell and Frederick Vaughan. "	n	North America	cn	Canada	--		60	-95	K	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=403384
"World of thought in ancient China / Benjamin I. Schwartz. "	a	Asia	cc	China	--		35	105	B	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=404144
"Political parties of Europe / edited by Vincent E. McHale ; Sharon Skowronski, assistant editor. "	e	Europe	--		--		48.7333	18.9333	J	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=387118
"Ethnic groups in conflict / Donald L. Horowitz. "	d	Europe	--		--		48.7333	18.9333	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=406122
"Political risk in the international oil and gas industry / Howard L. Lax. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=387853
"Crime by choice : an economic analysis / Morgan O. Reynolds. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=400227
"Asian power and politics : the cultural dimensions of authority / Lucian W. Pye with Mary W. Pye. "	a	Asia	--		--		43.6728	87.3253	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=400935
"Harvest of sorrow : Soviet collectivization and the terror-famine / Robert Conquest. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=439012
"Is raising taxes the solution to the government's deficits? / Melvin L. Greenhut. "	n	North America	us	United States	--		38	-97	H	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=439630
"Army and Vietnam / Andrew F. Krepinevich, Jr. "	a	Asia	vt	Vietnam	--		16	106	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=433583
"To run a constitution : the legitimacy of the administrative state / John A. Rohr. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=421594
"History and economics of labor unions / by Morgan O. Reynolds. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=421981
"Novus ordo seclorum : the intellectual origins of the Constitution / Forrest McDonald. "	n	North America	us	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=428239
"Economics of nonprofit institutions : studies in structure and policy / edited by Susan Rose-Ackerman. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=435400
"Modernization and bureaucratic-authoritarianism : studies in South American politics / Guillermo A. O'Donnell ; with a postscript by the author. "	s	South America	ag	Argentina	--	 	-34	-64	J	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=451843
"Southern capitalism : the political economy of North Carolina, 1880-1980 / Phillip J. Wood. "	n	North America	us	United States	nc	North Carolina	47.4117	-100.5683	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=440277
"European democracies / Jurg Steiner. "	e	Europe	--		--		48.7333	18.9333	J	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=442319
"Congress and policy change / edited by Gerald C. Wright, Jr., Leroy N. Rieselbach, Lawrence C. Dodd. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=442768
"Basic tables in business and economics / edited by Edwin B. Cox. "	n	North America	us	United States	--		38	-97	H	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=462244
"Smoking and politics : policymaking and the Federal bureaucracy / A. Lee Fritschler. "	n	North America	us	United States	--		38	-97	H	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=463111
"Redefining the past : essays in diplomatic history in honor of William Appleman Williams / edited by Lloyd C. Gardner. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=451477
"U.S. power and the multinational corporation : the political economy of foreign direct investment / Robert Gilpin. "	n	North America	us	United States	--		38	-97	H	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=493011
"Green March, Black September: the story of the Palestinian Arabs [by] John K. Cooley. "	a	Asia	is	Israel	--		31.5	34.75	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=481082
"Congress in change : evolution and reform / edited by Norman J. Ornstein. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=481978
"Slavery and the numbers game : a critique of Time on the cross / Herbert G. Gutman. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=488924
"Latin-American political thought and ideology, by Miguel Jorrin and John D. Martz. "	c	North America	--	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=470394
"Reagan experiment : an examination of economic and social policies under the Reagan administration / John L. Palmer, Isabel V. Sawhill, editors. "	n	North America	us	United States	--		38	-97	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=478072
"Directory of U.S. labor organizations. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=518202
"Equality under the constitution : reclaiming the Fourteenth Amendment / Judith A. Baer. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=520684
"State of the presidency / Thomas E. Cronin. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=512373
"European armies and the conduct of war / Hew Strachan. "	e	Europe	--		--		48.7333	18.9333	U	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=513533
"Face of battle / John Keegan. "	e	Europe	--		--		48.7333	18.9333	D	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=508450
"British way in warfare : a reappraisal / Michael Howard. "	e	Europe	uk	Great Britain	--		54	-2	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=503837
"Making affirmative action work in higher education : an analysis of institutional and Federal policies with recommendations : a report of the Carnegie Council on Policy Studies in Higher Education. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=504988
"To serve the people : Congress and constituency service / John R. Johannes. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=540423
"Middle East / edited by Talal Asad and Roger Owen. "	a	Asia	--		--		43.6728	87.3253	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=535634
"From basic economics to supply side economics / M.L. Greenhut, Charles T. Stewart, Jr. "	n	North America	us	United States	--		38	-97	H	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=541698
"Public opinion and public policy : models of political linkage / edited by Norman R. Luttbeg. "	n	North America	us	United States	--		38	-97	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=541906
"Public policy in the eighties / Charles S. Bullock, III, James E. Anderson, David W. Brady. "	n	North America	us	United States	--		38	-97	H	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=530279
"Change in the European balance of power, 1938-1939 : the path to ruin / Williamson Murray. "	e	Europe	--		--		48.7333	18.9333	D	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=543164
"Dynamics of the party system : alignment and realignment of political parties in the United States / James L. Sundquist. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=537253
"Power and privilege : labor unions in America / Morgan O. Reynolds. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=544854
"Implementation and public policy / Daniel A. Mazmanian, Paul A. Sabatier. "	n	North America	us	United States	--		38	-97	H	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=539041
"New direction in American politics / John E. Chubb and Paul E. Peterson, editors. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=573925
"Regulation : politics, bureaucracy, and economics / Kenneth J. Meier. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=575986
"Society. "	n	North America	us	United States	--		38	-97	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=556654
"Bureaucracy, politics, and public policy / Francis E. Rourke. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=569337
"Reagan record : an assessment of America's changing domestic priorities / John L. Palmer and Isabel V. Sawhill, editors. "	n	North America	us	United States	--		38	-97	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=563992
"Strategic command and control : redefining the nuclear threat / Bruce G. Blair. "	n	North America	us	United States	--		38	-97	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=588635
"Origins of containment : a psychological explanation / by Deborah Welch Larson. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=590000
"Secrecy and democracy : the CIA in transition / Stansfield Turner. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=584227
"Sources of military doctrine : France, Britain, and Germany between the world wars / Barry R. Posen. "	e	Europe	fr	France	--		46	2	U	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=586053
"Security of South Asia : American and Asian perspectives / edited by Stephen Philip Cohen. "	n	North America	us	United States	--		38	-97	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=580764
"Stress and coping in time of war : generalizations from the Israeli experience / edited by Norman A. Milgram. "	a	Asia	le	Lebanon	--		33.8333	35.8333	B	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=600335
"Contemporary public policy perspectives and black Americans : issues in an era of retrenchment politics / edited by Mitchell F. Rice and Woodrow Jones, Jr. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=609965
"Black American health : an annotated bibliography / compiled by Mitchell F. Rice and Woodrow Jones, Jr. "	n	North America	us	United States	--		38	-97	Z	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=609967
"Rhetorical presidency / Jeffrey K. Tulis. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=610233
"News that matters : television and American opinion / Shanto Iyengar and Donald R. Kinder. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=610831
"Legend : the secret world of Lee Harvey Oswald / Edward Jay Epstein. "	e	Europe	ur	Soviet Union	--		54.1833	45.1833	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=623220
"Chains of protection : the judicial response to women's labor legislation / Judith A. Baer. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=624535
"State & local government review. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=648162
"Political man : the social bases of politics / Seymour Martin Lipset. "	n	North America	us	United States	--		38	-97	J	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=644375
"Microanalysis of socioeconomic systems : a simulation study / Guy H. Orcutt ... [et al.]. "	n	North America	us	United States	--		38	-97	H	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=632970
"Economics for the voter / M.L. Greenhut, Charles T. Stewart. "	n	North America	us	United States	--		38	-97	H	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=644979
"Price theory in action : a book of readings / edited by Donald Stephenson Watson. "	n	North America	us	United States	--		38	-97	H	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=646489
"Luxury fleet : the Imperial Germany Navy, 1888-1918 / Holger H. Herwig. "	e	Europe	gx	Germany	--		51	9	D	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=680296
"Parties, interest groups, and campaign finance laws / edited by Michael J. Malbin. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=682024
"West European politics. "	e	Europe	--		--		48.7333	18.9333	J	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=668511
"Presidential power : the politics of leadership from FDR to Carter / Richard E. Neustadt. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=675191
"Process is the punishment : handling cases in a lower criminal court / Malcolm M. Feeley. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=677101
"Politics of regulation / James Q. Wilson, editor. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=671748
"Mass media election : how Americans choose their president / Thomas E. Patterson ; sponsored by the Committee on Mass Communications and Political Behavior of the Social Science Research Council. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=660834
"Declining significance of race : Blacks and changing American institutions / William Julius Wilson. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=661664
"Global competitiveness : getting the U.S. back on track / Martin K. Starr, editor. "	n	North America	us	United States	--		38	-97	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=754492
"Politics of resource allocation in the U.S. Department of Defense : international crises and domestic constraints / Alex Mintz. "	n	North America	us	United States	--		38	-97	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=754960
"World almanac and book of facts. "	n	North America	us	United States	--		38	-97	A	Y	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=750175
"Origins of the cold war in the Near East : great power conflict and diplomacy in Iran, Turkey, and Greece / Bruce Robellet Kuniholm. "	a	Asia	--		--		43.6728	87.3253	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=745115
"Journal of policy analysis and management : [the journal of the Association for Public Policy Analysis and Management]. "	n	North America	us	United States	--		38	-97	H	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=776749
"Public administration quarterly. "	n	North America	us	United States	--		38	-97	J	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=777060
