Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Geographies of the romantic north : science, antiquarianism, and travel, 1790-1830 / Angela Byrne. "	r	Europe	--		--		48.7333	18.9333	G	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694532
"Okanagan artists in their studios / Patricia Ainslie. "	n	North America	cn	Canada	bc		60	-95	N	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694539
"Quench your thirst with salt / essays by Nicole Walker. "	n	North America	us	United States	ut	Utah	39.3867	-111.685	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694542
"Battleground 1948 : Truman, Stevenson, Douglas, and the most surprising election in Illinois history / Robert E. Hartley. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694548
"Children of Israel / by Alethea Gold and Luca Zordan. "	a	Asia	is	Israel	--		31.5	34.75	T	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694551
"Harlem nocturne : women artists & progressive politics during World War II / Farah Jasmine Griffin. "	n	North America	us	United States	ny	New York	42.965	-76.0167	N	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694553
"Producing women's poetry, 1600-1730 : text and paratext, manuscript and print / Gillian Wright, University of Birmingham. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694557
"South Asia 2060 : envisioning regional futures / edited by Adil Najam and Moeed Yusuf. "	a	Asia	--		--		43.6728	87.3253	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694559
"US politics & climate change : science confronts policy / Glen Sussman, Byron W. Daynes. "	n	North America	us	United States	--		38	-97	G	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694562
"Before L.A. : race, space, and municipal power in Los Angeles, 1781-1894 / David Samuel Torres-Rouff. "	n	North America	us	United States	ca	California	34.815	-92.3017	F	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694565
"Bracketing the enemy : forward observers in World War II / John R. Walker. "	n	North America	us	United States	--		38	-97	D	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694566
"Maid's Version : a novel / Daniel Woodrell. "	n	North America	us	United States	mo	Missouri	38.495	-92.6317	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694574
"New Black : what has changed and what has not with race in America / edited by Kenneth W. Mack and Guy-Uriel E. Charles. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694578
"New York stories / John O'Hara ; edited with an introduction by Steven Goldleaf ; foreword by E. L. Doctorow. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694579
"Sons of the father : George Washington and his prote¿¿ge¿¿s / edited by Robert M.S. McDonald. "	n	North America	us	United States	--		38	-97	E	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694583
"African American challenge to just war theory : a Christian approach / by Ryan P. Cumming. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694585
"Charles I and the aristocracy, 1625-1642 / Richard Cust. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694586
"Latinos facing racism : discrimination, resistance, and endurance / Joe R. Feagin and Jose¿¿ A. Cobas. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694594
"Making freedom : the Underground Railroad and the politics of slavery / R.J.M. Blackett. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694595
"Project of crisis : Manfredo Tafuri and contemporary architecture / Marco Biraghi ; translated by Alta Price. "	e	Europe	it	Italy	--		42.8333	12.8333	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694598
"Blackness and mestizaje in Mexico and Central America / edited by Elisabeth Cunin and Odile Hoffmann. "	n	North America	mx	Mexico	--		23	-102	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694607
"Everything passes / texts, Alfonso Morales ; translation, Gregory Dechant. "	s	South America	ck	Colombia	--	 	4	-72	T	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694611
"Expatriates in China : experiences, opportunities and challenges / Ilaria Boncori. "	a	Asia	cc	China	--		35	105	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694612
"Mike the tiger : the roar of LSU / David G. Baker and W. Sheldon Bivin. "	n	North America	us	United States	la	Louisiana	30.9683	-92.5367	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694615
"Mission cemeteries, mission peoples : historical and evolutionary dimensions of intracemetery bioarchaeology in Spanish Florida / Christopher M. Stojanowski ; foreword by Clark Spencer Larsen. "	n	North America	us	United States	fl	Florida	28.1333	-81.6317	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694616
"Political change in southeast Asia / Jacques Bertrand, University of Toronto. "	a	Asia	--		--		43.6728	87.3253	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694617
"Post-ethical society : the Iraq War, Abu Ghraib, and the moral failure of the secular / Douglas V. Porpora, Alexander Nikolaev, Julia Hagemann May, Alexander Jenkins. "	a	Asia	iq	Iraq	--		33	44	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694618
"Slavery in the Sudan : history, documents, and commentary / by Mohamed Ibrahim Nugud ; edited and translated by Asma Mohamed Abdel Halim ; edited by Sharon Barnes. "	f	Africa	sj	Sudan	--		15	30	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694622
"Texas high school football dynasties / Rick Sherrod ; foreword by G.A. Moore. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694625
"Veteran suicide : a public health imperative / edited by Robert M. Bossarte, PhD. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694626
"Women and public service : barriers, challenges, and opportunities / Mohamad G. Alkadry and Leslie E. Tower. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694627
"Battalion commanders at war : U.S. Army tactical leadership in the Mediterranean Theater, 1942-1943 / Steven Thomas Barry. "	n	North America	us	United States	--		38	-97	D	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694631
"Real Simple best recipes : easy, delicious meals / recipes edited by Lygeia Grace and Kate Merker. "	n	North America	us	United States	--		38	-97	T	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694632
"Empire of ideas : the origins of public diplomacy and the transformation of U.S. foreign policy / Justin Hart. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694636
"One good thing : a novel / Kevin Alan Milne. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694640
"Accelerating literacy for diverse learners : strategies for the common core classrooms, K-8 / Socorro G. Herrera, Della R. Perez, Shabina K. Kavimandan, Stephanie Wessels ; foreword by Ester J. de Jong. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694649
"Charlotte Huck's children's literature : a brief guide / Barbara Z. Kiefer, the Ohio State University, Cynthia A. Tyson, the Ohio State University ; with contributions by Bettie Parosns Barger ... [et al.]. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694651
"Cyber law in Mexico / Cristos Velasco San Marti¿¿n. "	n	North America	mx	Mexico	--		23	-102	K	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694654
"Down in the chapel : religious life in an American prison / Joshua Dubler. "	n	North America	us	United States	pa	Pennsylvania	40.8967	-77.7467	B	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694655
"When God spoke Greek : the Septuagint and the making of the Christian Bible / Timothy Michael Law. "	e	Europe	gr	Greece	--		39	22	B	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694668
"Circus of Dr. Lao / Charles G. Finney ; foreword by John Marco ; introduction to the new Bison Books edition by Michael Martone ; illustrated by Boris Artzybasheff. "	n	North America	us	United States	az	Arizona	34.3083	-111.7933	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694671
"Art of lobbying the EU : more Machiavelli in Brussels / Rinus van Schendelen. "	e	Europe	--		--		48.7333	18.9333	J	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694891
"Moments of mutuality : rearticulating social justice in France and the EU / Peter McCormick. "	e	Europe	fr	France	--		46	2	H	M	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694893
"Copts at the crossroads : the challenges of building inclusive democracy in contemporary Egypt / Mariz Tadros. "	f	Africa	ua	Egypt	--		27	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694896
"Doctor Who and race / edited by Lindy Orthia. "	e	Europe	uk	Great Britain	--		54	-2	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694943
"British trash cinema / I.Q. Hunter. "	e	Europe	uk	Great Britain	--		54	-2	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694947
"Hollywood's Italians : from periphery to prominenti / Salvatore J. LaGumina. "	n	North America	us	United States	ca	California	34.815	-92.3017	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694960
"Analyses of the Department of Defense acquisition workforce : update to methods and results through FY 2011 / Susan M. Gates, Elizabeth Roth, Sinduja Srinivasan, Lindsay Daugherty ; prepared for the Office of the Secretary of Defense. "	n	North America	us	United States	--		38	-97	U	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695104
"Turkish-Iranian relations in a changing Middle East / F. Stephen Larrabee, Alireza Nader ; prepared for the National Intelligence Council. "	a	Asia	tu	Turkey	--		39	35	D	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695107
"Cost analysis of the U.S. Air Force overseas posture : informing strategic choices / Patrick Mills, Adan Grissom, Jennifer Kavanagh, Leila Mahnad, Stephen M. Worman ; prepared for the United States Air Force. "	n	North America	us	United States	--		38	-97	U	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695108
"Why be something that you're not : Detroit hardcore 1979-1985 / by Tony Rettman. "	n	North America	us	United States	--		38	-97	M	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695123
"Workforce planning in the intelligence community : a retrospective / Charles Nemfakos, Bernard D. Rostker, Raymond E. Conley, Stephanie Young, William A. Williams, Jeffrey Engstrom, Barbara Bicksler, Sara Beth Elson, Joseph Jenkins, Lianne Kennedy-Boudali"	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695135
"Alexander O. Brodie : frontiersman, Rough Rider, governor / Charles H. Herner. "	n	North America	us	United States	az	Arizona	34.3083	-111.7933	F	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696453
"History of the Middle East / Peter Mansfield. "	a	Asia	--		--		43.6728	87.3253	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696454
"Northern security and global politics : Nordic-Baltic strategic influence in a post-unipolar world / edited by Ann-Sofie Dahl and Pauli Ja¿¿rvenpa¿¿a¿¿. "	e	Europe	--		--		48.7333	18.9333	U	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696455
"History of Victoria / Geoffrey Blainey. "	u	Australasia	at	Australia	vi		-27	133	D	U	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696456
"Realm of last chances / Steve Yarbrough. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696459
"Flavours and delights : tastes and pleasures of ancient and Byzantine cuisine / texts by Andrew Dalby, Ilias Anagnostakis, Chryssi Bourbou, Johannes Koder, Maria Leontsini ; edited by Ilias Anagnostakis. "	m	North America	--	United States	--		38	-97			https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696462
"Spies, politics, and power : el Departamento Confidencial en Me¿¿xico, 1922-1946 / Joseph A. Stout Jr. "	n	North America	mx	Mexico	--		23	-102	J	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696467
"Memoirs of the Ba¿¿dsha¿¿hi¿¿ Mosque : notes on history and architecture based on archives, literature and archaic images / Talha Jalal ; foreword by Francis Robinson. "	a	Asia	pk	Philippines	--		30	70	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696471
"Defense and Veterans Brain Injury Center Care Coordination Program : assessment of program structure, activities, and implementation / Laurie T. Martin, Coreen Farris, Andrew M. Parker, Caroline Epley. "	n	North America	us	United States	--		38	-97	R	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696477
"Padang, West Sumatra, Indonesia earthquake of 2009 : lifeline performance / prepared by Earthquake Investigation Committee of the Technical Council of Lifeline Earthquake Engineering, edited by Alex K. Tang, P.E., P. Eng., C. Eng., F. ASCE, sponsored by T"	a	Asia	io	Indonesia	--		-5	120	T	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696483
"Wind loads : guide to the wind load provisions of ASCE 7-10 / Kishor C. Mehta, Ph. D., P.E., William L. Coulbourne, P.E. "	n	North America	us	United States	--		38	-97	T	H	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696484
"Educational philosophy in the French enlightenment : from nature to second nature / Natasha Gill. "	e	Europe	fr	France	--		46	2	L	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696607
"Culturally proficient school : an implementation guide for school leaders / Randall B. Lindsey, Laraine M. Roberts, Franklin CampbellJones. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697218
"Survey of best practices in student retention, 2013 edition. "	n	North America	us	United States	--		38	-97	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697229
"M.K. Gandhi's first nonviolent campaign : a study of racism in South Africa and in the United States / George Hendrick and Willene Hendrick. "	a	Asia	ii	India	--		20	77	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697231
"In the shadow of a conflict : crisis in Zimbabwe and Its effects in Mozambique, South Africa and Zambia / edited by Bill Derman and Randi Kaarhus. "	f	Africa	rh	Zimbabwe	--		-20	30	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697234
"Fly fishing the inland oceans : an angler's guide to finding and catching fish in the Great Lakes / Jerry Darkes. "	n	North America	--		--		48.1667	-100.1667	S	H	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697282
"Garden culture of the twentieth century / Leberecht Migge, author ; David H. Haney, editor and translator. "	e	Europe	gx	Germany	--		51	9	S	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697283
"Massacre at Cavett's Station : frontier Tennessee during the Cherokee wars / Charles H. Faulkner. "	n	North America	us	United States	tn	Tennessee	35.795	-86.6217	F	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697284
"Postcommunism from within : social justice, mobilization, and hegemony / edited by Jan Kubik and Amy Linch. "	e	Europe	--		--		48.7333	18.9333	D	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697287
"Unfinished business : screening the Italian Mafia in the new millennium / Dana Renga. "	e	Europe	it	Italy	--		42.8333	12.8333	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697291
"Cardboard house / Marti¿¿n Ada¿¿n ; translated and with an introduction by Katherine Silver ; afterword translated by Katherine Silver and Rick London. "	s	South America	pe	Peru	--	 	-10	-76	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697369
"Colchester : fortress of the war god : an archaeological assessment / by Adrian Gascoyne and David Radford ; with contributions from Philip Crummy, Nina Crummy, Rosalind Niblett, Dave Stenning, Steve Benfield, Peter Murphy and Andrew Phillips ; edited by "	e	Europe	uk	Great Britain	en		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697370
"Constructing neoliberalism : economic transformation in Anglo-American democracies / Jonathan Swarts. "	n	North America	cn	Canada	--		60	-95	H	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697371
"Instrument flying handbook / U.S. Department of Transportation, Federal Aviation Administration, Flight Standards. "	n	North America	us	United States	--		38	-97	T	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697373
"NFL, year one : the 1970 season and the dawn of modern football / Brad Schultz. "	n	North America	us	United States	--		38	-97	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697376
"Studio life : rituals, collections, tools, and observations on the artistic process / Sarah Trigg. "	n	North America	us	United States	--		38	-97	N	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697382
"Theatre from medieval Cairo : the Ibn Da¿¿niya¿¿l trilogy / translated and edited by Safi Mahfouz and Marvin Carlson. "	f	Africa	ua	Egypt	--		27	30	P	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697383
"U.S.-Chinese relations : perilous past, pragmatic present / Robert G. Sutter. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697384
"Citizens in a strange land : a study of German-American broadsides and their meaning for Germans in North America, 1730-1830 / Hermann Wellenreuther. "	n	North America	--		--		48.1667	-100.1667	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697387
"Confronting the classics : traditions, adventures and innovations / Mary Beard. "	e	Europe	gr	Greece	--		39	22	D	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697388
"Death Valley National Park : a history / Hal K. Rothman and Char Miller. "	n	North America	us	United States	ca	California	34.815	-92.3017	F	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697390
"Giorgio Caproni : la lingua, la morte / Paolo Zublena. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697552
"Per Leopardi : documenti, proposte, disattribuzioni / Pantaleo Palmieri. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697561
"""Zibaldone"" di Leopardi come ipertesto : atti del convegno internazionale, Barcellona, Universitat de Barcelona, 26-27 ottobre 2012 / a cura di Mari¿¿a de Las Nieves Mun¿¿iz Mun¿¿iz. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697563
"Diccionario biogra¿¿fico espan¿¿ol. "	e	Europe	sp	Spain	--		40	-4			https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697658
"Bullying and cyberbullying : what every educator needs to know / Elizabeth Kandel Englander. "	n	North America	us	United States	--		38	-97	B	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697709
"Strategic inquiry : starting small for big results in education / Nell Scharff Panero and Joan E. Talbert. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697710
"Assessment of staffing needs of systems specialists in aviation / Committee on Staffing Needs of Systems Specialists in Aviation, Board on Human-Systems Integration, Division of Behavioral and Social Sciences and Education, National Research Council of th"	n	North America	us	United States	--		38	-97	T	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697725
"Approaching the Bible in medieval England / Eyal Poleg. "	e	Europe	uk	Great Britain	en		54	-2	B	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697827
"Rios / Artur Lescher. "	s	South America	bl	Brazil	--	 	-10	-55	N	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698653
"Time is always now : Black thought and the transformation of US Democracy / Nick Bromell. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698663
"Visual culture of baptism in the Middle Ages : essays on medieval fonts, settings and beliefs / edited by Harriet M. Sonne de Torrens and Miguel A. Torrens. "	e	Europe	--		--		48.7333	18.9333	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698673
"Writing history for the king : Henry II and the politics of vernacular historiography / Charity Urbanski. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698679
"Signature of all things / Elizabeth Gilbert. "	n	North America	us	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698691
"Small wars, faraway places : global insurrection and the making of the modern world, 1945-1965 / Michael Burleigh. "	n	North America	us	United States	--		38	-97	D	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698696
"Something's in the air : race, crime, and the legalization of marijuana / edited by Katherine Tate, James Lance Taylor, and Mark Q. Sawyer. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698701
"Tale of Genji : translation, canonization, and world literature / Michael Emmerich. "	a	Asia	ja	Japan	--		36	138	P	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698704
"Unfinished stories : the narrative photography of Hansel Mieth and Marion Palfi / Janet Zandy ; foreword by Anne Wilkes Tucker. "	n	North America	us	United States	--		38	-97	T	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698714
"Vicksburg Campaign, March 29-May 18, 1863 / edited by Steven E. Woodworth and Charles D. Grear. "	n	North America	us	United States	ms	Mississippi	32.815	-89.7167	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698717
"West Side Story as cinema : the making and impact of an American masterpiece / Ernesto R. Acevedo-Mun¿¿oz. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698720
"Stars are back : the St. Louis Cardinals, the Boston Red Sox, and player unrest in 1946 / Jerome M. Mileur. "	n	North America	us	United States	--		38	-97	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698733
"Swastika's darkening shadow : voices before the Holocaust / Monty Noam Penkower. "	e	Europe	gx	Germany	--		51	9	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698737
"World of the New Testament : cultural, social, and historical contexts / Joel B. Green, Lee Martin McDonald, editors. "	a	Asia	is	Israel	--		31.5	34.75	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698745
"Black urban Atlantic in the age of the slave trade / edited by Jorge Can¿¿izares-Esguerra, Matt D. Childs, and James Sidbury. "	l	Asia	--	Israel	--		31.5	34.75	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698761
"William D. Pawley : the extraordinary life of the adventurer, entrepreneur, and diplomat who cofounded the Flying Tigers / Anthony R. Carrozza. "	n	North America	us	United States	--		38	-97	E	7	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698795
"African Americans on television : race-ing for ratings / David J. Leonard and Lisa A. Guerrero, editors. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698864
"Jim Crow wisdom : memory and identity in Black America since 1940 / Jonathan Scott Holloway. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698877
"Lost on Venus / by Edgar Rice Burroughs ; introduction to the Bison Books edition by Kevin J. Anderson ; illustrated by J. Allen St. John. "	z	North America	e-	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698915
"Pellucidar / Edgar Rice Burroughs ; introduction to the Bison Books edition by Jack McDevitt ; afterword by Phillip R. Burger ; illustrated by J. Allen St. John. "	x	North America	--	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698924
"Soul food : the surprising story of an American cuisine, one plate at a time / Adrian Miller. "	n	North America	us	United States	--		38	-97	T	X	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698935
"Savage Pellucidar / by Edgar Rice Burroughs ; illustrated by J. Allen St. John ; introduction to the Bison Books edition by Harry Turtledove. "	x	North America	--	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698966
"Tarzan at the Earth's core / by Edgar Rice Burroughs ; introduction to the Bison Books edition by Sean McMullen ; frontispiece by J. Allen St. John. "	x	North America	--	United States	--		38	-97	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4698972
"Kingship and masculinity in late medieval England / Katherine J. Lewis. "	e	Europe	uk	Great Britain	--		54	-2	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699074
"O my America! : six women and their second acts in a new world / Sara Wheeler. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699083
"Republicans and race : the GOP's frayed relationship with African Americans, 1945-1974 / Timothy N. Thurber. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699086
"Appomattox : victory, defeat, and freedom at the end of the Civil War / Elizabeth R. Varon. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699088
"Armed drones and the ethics of war : military virtue in a post-heroic age / Christian Enemark. "	n	North America	us	United States	--		38	-97	U	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699091
"Bald knobbers : chronicles of vigilante justice / Vincent S. Anderson. "	n	North America	us	United States	mo	Missouri	38.495	-92.6317	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699092
"Che on my mind / Margaret Randall. "	c	North America	--	United States	--	Missouri	38.495	-92.6317	F	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699100
"Final light : the life and art of V. Douglas Snow / [introduction by] Frank McEntire. "	n	North America	us	United States	--		38	-97	N	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699106
"Global crossings : immigration, civilization, and America / Alvaro Vargas Llosa. "	n	North America	us	United States	--		38	-97	J	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699108
"Italy and the Mediterranean : words, sounds, and images of the post-Cold War era / Norma Bouchard and Valerio Ferme. "	e	Europe	it	Italy	--		42.8333	12.8333	D	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699110
"Lowland : a novel / Jhumpa Lahiri. "	a	Asia	ii	India	--		20	77	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699113
"Operation massacre / Rodolfo Walsh ; translated from the Spanish by Daniella Gitlin ; introduction by Michael Greenberg ; afterword by Ricardo Piglia. "	s	South America	ag	Argentina	--	 	-34	-64	F	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699120
"Peer coaching : unlocking the power of collaboration / Les Foltos. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4699122
